"kingdom","phylum","class","order","family","genus","species"
"Bacteria","Firmicutes","CFGB79330","OFGB79330","FGB79330","GGB3002","GGB3002_SGB3993"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia_hansenii"
"Bacteria","Firmicutes","CFGB2919","OFGB2919","FGB2919","GGB9241","GGB9241_SGB63176"
"Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","GGB127986","GGB127986_SGB53882"
"Bacteria","Firmicutes","CFGB1260","OFGB1260","FGB1260","GGB3057","GGB3057_SGB4059"
"Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","Olsenella_sp_oral_taxon_807"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB48077","GGB48077_SGB66073"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB41473","GGB41473_SGB58537"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB3534","GGB3534_SGB4722"
"Bacteria","Firmicutes","CFGB40326","OFGB40326","FGB40326","GGB42670","GGB42670_SGB59871"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB42692","GGB42692_SGB59896"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB45523","GGB45523_SGB63197"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Massilioclostridium","Massilioclostridium_coli"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cronobacter","Cronobacter_malonaticus"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Eubacteriales_unclassified","Eubacteriales_unclassified_SGB63201"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Lentihominibacter","Lentihominibacter_hominis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Flavonifractor","Flavonifractor_sp_An10"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Butyricicoccaceae","GGB9580","GGB9580_SGB14997"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","GGB42571","GGB42571_SGB59766"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB42632","GGB42632_SGB59829"
"Bacteria","Pseudomonadota","CFGB2404","OFGB2404","FGB2404","GGB6613","GGB6613_SGB9347"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","GGB3267","GGB3267_SGB4316"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9473","GGB9473_SGB14867"
"Bacteria","Firmicutes","CFGB2979","OFGB2979","FGB2979","GGB40351","GGB40351_SGB14301"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_cutis"
"Bacteria","Firmicutes","CFGB82250","OFGB82250","FGB82250","GGB9350","GGB9350_SGB14317"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Acutalibacteraceae","GGB9454","GGB9454_SGB14846"
"Bacteria","Firmicutes","CFGB2984","OFGB2984","FGB2984","GGB9346","GGB9346_SGB14312"
"Bacteria","Firmicutes","CFGB9718","OFGB9718","FGB9718","GGB3569","GGB3569_SGB4776"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Acutalibacteraceae","Acutalibacter","Acutalibacter_SGB14843"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB81342","GGB81342_SGB47944"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Frisingicoccus","Frisingicoccus_SGB4673"
"Archaea","Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Methanomassiliicoccus","Methanomassiliicoccus_luminyensis"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB3585","GGB3585_SGB4803"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter_bilis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Maliibacteriaceae","GGB9780","GGB9780_SGB15400"
"Bacteria","Firmicutes","CFGB3237","OFGB3237","FGB3237","GGB3236","GGB3236_SGB4274"
"Bacteria","Firmicutes","CFGB4616","OFGB4616","FGB4616","GGB42388","GGB42388_SGB59558"
"Bacteria","Firmicutes","CFGB79330","OFGB79330","FGB79330","GGB3004","GGB3004_SGB3995"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9781","GGB9781_SGB15402"
"Bacteria","Firmicutes","CFGB88346","OFGB88346","FGB88346","GGB43675","GGB43675_SGB61016"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9781","GGB9781_SGB66170"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia_intestinalis"
"Bacteria","Firmicutes","CFGB92044","OFGB92044","FGB92044","GGB9547","GGB9547_SGB14953"
"Bacteria","Firmicutes","CFGB3023","OFGB3023","FGB3023","GGB9501","GGB9501_SGB14898"
"Bacteria","Firmicutes","CFGB93792","OFGB93792","FGB93792","GGB128328","GGB128328_SGB159378"
"Bacteria","Firmicutes","CFGB84151","OFGB84151","FGB84151","GGB9466","GGB9466_SGB14859"
"Bacteria","Firmicutes","CFGB1380","OFGB1380","FGB1380","GGB3365","GGB3365_SGB4451"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified","Lachnospiraceae_unclassified_SGB4793"
"Bacteria","Firmicutes","CFGB94733","OFGB94733","FGB94733","GGB9209","GGB9209_SGB14148"
"Bacteria","Firmicutes","CFGB41726","OFGB41726","FGB41726","GGB9343","GGB9343_SGB14307"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sp_T6_8_108"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9619","GGB9619_SGB15067"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","GGB3033","GGB3033_SGB4029"
"Bacteria","Firmicutes","Bacillota_unclassified","Bacillota_unclassified","Bacillota_unclassified","Bacillota_unclassified","Bacillota_unclassified_SGB47659"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9646","GGB9646_SGB15123"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified","Lachnospiraceae_bacterium_IF03_09b2A"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Lactobacillus_timonensis"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB3609","GGB3609_SGB4877"
"Bacteria","Firmicutes","CFGB79290","OFGB79290","FGB79290","GGB79249","GGB79249_SGB105636"
"Bacteria","Firmicutes","CFGB95145","OFGB95145","FGB95145","GGB44201","GGB44201_SGB61600"
"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus_sp_T6_7_26"
"Bacteria","Firmicutes","CFGB2997","OFGB2997","FGB2997","GGB45621","GGB45621_SGB63334"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Candidatus_Stoquefichus","Candidatus_Stoquefichus_sp_SB1"
"Bacteria","Firmicutes","CFGB1262","OFGB1262","FGB1262","GGB3061","GGB3061_SGB4063"
"Bacteria","Firmicutes","CFGB3002","OFGB3002","FGB3002","GGB9464","GGB9464_SGB63363"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia_luti"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Leyella","Leyella_stercorea"
"Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia","Slackia_isoflavoniconvertens"
"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","GGB4266","GGB4266_SGB5809"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","GGB3277","GGB3277_SGB4327"
"Bacteria","Firmicutes","Bacillota_unclassified","Bacillota_unclassified","Bacillota_unclassified","GGB9511","GGB9511_SGB14908"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","GGB4888","GGB4888_SGB6837"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter_butyricigenes"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella_hominis"
"Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Parolsenella","Parolsenella_catena"
"Bacteria","Firmicutes","CFGB9989","OFGB9989","FGB9989","GGB9712","GGB9712_SGB15244"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB51441","GGB51441_SGB71759"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB49418","GGB49418_SGB69331"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","GGB1243","GGB1243_SGB1663"
"Bacteria","Candidatus_Saccharibacteria","CFGB4355","OFGB4355","FGB4355","GGB12788","GGB12788_SGB19840"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","GGB35068","GGB35068_SGB47850"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","GGB1146","GGB1146_SGB1472"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","GGB4888","GGB4888_SGB71089"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_SGB48024"
"Bacteria","Firmicutes","CFGB3054","OFGB3054","FGB3054","GGB9690","GGB9690_SGB15196"
"Bacteria","Firmicutes","CFGB4507","OFGB4507","FGB4507","GGB55600","GGB55600_SGB76891"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB74412","GGB74412_SGB5075"
"Bacteria","Firmicutes","CFGB1347","OFGB1347","FGB1347","GGB3288","GGB3288_SGB4342"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","GGB1239","GGB1239_SGB1657"
"Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","GGB9420","GGB9420_SGB14786"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","GGB2977","GGB2977_SGB3959"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB143497","GGB143497_SGB15224"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Anaerotignaceae","GGB3816","GGB3816_SGB5181"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB34228","GGB34228_SGB72916"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillospiraceae_unclassified","Oscillospiraceae_bacterium_Marseille_Q3528"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Yeguiaceae","Yeguia","Yeguia_hominis"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_faecis"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus_animalis"
"Bacteria","Bacteroidota","CFGB594","OFGB594","FGB594","GGB1347","GGB1347_SGB1805"
"Bacteria","Bacteroidota","CFGB94449","OFGB94449","FGB94449","GGB1096","GGB1096_SGB1408"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Coprococcus_eutactus"
"Bacteria","Firmicutes","CFGB77202","OFGB77202","FGB77202","GGB34900","GGB34900_SGB14891"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia_sp_An249"
"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sutterellaceae","Dakarella","Dakarella_massiliensis"
"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_pullorum"
"Bacteria","Firmicutes","Bacillota_unclassified","Bacillota_unclassified","Bacillota_unclassified","Bacillota_unclassified","Bacillota_unclassified_SGB161539"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_infantarius"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Eubacteriales_Family_XIII_Incertae_Sedis_unclassified","Eubacterium_saphenum"
"Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium","Atopobium_sp_oral_taxon_810"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia_cardiffensis"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Zhenhengia","Zhenhengia_yiwuensis"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus_acidilactici"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Faecalispora","Faecalispora_jeddahensis"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Robinsoniella","Robinsoniella_peoriensis"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_diestrammenae"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_portucalensis"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella_oxytoca"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella","Morganella_morganii"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Coprobacillaceae","Thomasclavelia","Thomasclavelia_cocleata"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Butyricicoccaceae","GGB9574","GGB9574_SGB14987"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus","Proteus_terrae"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Anaerotignaceae","Anaerotignum","Anaerotignum_lactatifermentans"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB3511","GGB3511_SGB4688"
"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","GGB20071","GGB20071_SGB29339"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified","Lachnospiraceae_unclassified_SGB106062"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9641","GGB9641_SGB15117"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_koseri"
"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Parvimonas","Parvimonas_SGB6654"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_massiliensis"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola_sartorii"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes","Anaerostipes_hominis_ex_Lee_et_al_2021"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9658","GGB9658_SGB15142"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB74505","GGB74505_SGB47518"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacteriaceae_unclassified","Eubacteriaceae_bacterium_CHKCI004"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB79098","GGB79098_SGB105818"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB42638","GGB42638_SGB59835"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB3550","GGB3550_SGB4746"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter_kobei"
"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter_concisus"
"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sutterellaceae","Duodenibacillus","Duodenibacillus_massiliensis"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified","Lachnospiraceae_bacterium_EP_SM_12S_S03"
"Bacteria","Firmicutes","CFGB2880","OFGB2880","FGB2880","GGB9184","GGB9184_SGB14123"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB79382","GGB79382_SGB106038"
"Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio_desulfuricans"
"Bacteria","Firmicutes","CFGB48199","OFGB48199","FGB48199","GGB45632","GGB45632_SGB63346"
"Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Fannyhessea","Fannyhessea_vaginae"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter_massiliensis"
"Bacteria","Firmicutes","CFGB2919","OFGB2919","FGB2919","GGB9241","GGB9241_SGB14183"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sp_AM29_11AC"
"Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella_stercoris"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira","Lachnospira_pectinoschiza"
"Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia","Slackia_piriformis"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified","Lachnospiraceae_unclassified_SGB5076"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Cellulosilyticaceae","Cellulosilyticum","Cellulosilyticum_lentocellum"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified","Lachnospiraceae_unclassified_SGB4859"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_SGB213744"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas_SGB1982"
"Bacteria","Bacteroidota","CFGB1670","OFGB1670","FGB1670","GGB47687","GGB47687_SGB2286"
"Bacteria","Firmicutes","CFGB94730","OFGB94730","FGB94730","GGB4745","GGB4745_SGB6571"
"Bacteria","Firmicutes","CFGB2834","OFGB2834","FGB2834","GGB9062","GGB9062_SGB13981"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_clarus"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium_wellingii"
"Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","GGB9813","GGB9813_SGB15447"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Waltera","Waltera_SGB4909"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas_SGB1977"
"Bacteria","Firmicutes","CFGB2846","OFGB2846","FGB2846","GGB9117","GGB9117_SGB14050"
"Bacteria","Firmicutes","CFGB1201","OFGB1201","FGB1201","GGB2958","GGB2958_SGB3940"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Eubacteriales_Family_XIII_Incertae_Sedis_unclassified","Eubacteriales_Family_XIII_Incertae_Sedis_unclassified_SGB3978"
"Bacteria","Firmicutes","CFGB11916","OFGB11916","FGB11916","GGB34540","GGB34540_SGB54300"
"Bacteria","Actinomycetota","CFGB3140","OFGB3140","FGB3140","GGB10597","GGB10597_SGB17202"
"Bacteria","Firmicutes","Clostridia","Peptostreptococcales","Anaerovoracaceae","Alterileibacterium","Alterileibacterium_massiliense"
"Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","GGB9819","GGB9819_SGB15460"
"Bacteria","Firmicutes","CFGB2838","OFGB2838","FGB2838","GGB9086","GGB9086_SGB14014"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9708","GGB9708_SGB15236"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes","Anaerostipes_SGB4546"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB3446","GGB3446_SGB71695"
"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera","Megasphaera_elsdenii"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB42689","GGB42689_SGB59892"
"Bacteria","Firmicutes","Bacillota_unclassified","Bacillota_unclassified","Bacillota_unclassified","GGB101075","GGB101075_SGB144811"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB3555","GGB3555_SGB4754"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB3538","GGB3538_SGB4728"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillibacter","Oscillibacter_SGB15077"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium_SGB143543"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas","Sellimonas_caecigallum"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium_sp_An11"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_sp_F0442"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB42666","GGB42666_SGB59867"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB3449","GGB3449_SGB4601"
"Bacteria","Firmicutes","CFGB9491","OFGB9491","FGB9491","GGB75072","GGB75072_SGB63328"
"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenobaculum","Selenobaculum_gibii"
"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","GGB9100","GGB9100_SGB14032"
"Bacteria","Firmicutes","CFGB92029","OFGB92029","FGB92029","GGB45652","GGB45652_SGB63366"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Butyricicoccaceae","Agathobaculum","Agathobaculum_desmolans"
"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_scardovii"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia_lenta"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter_sichuanensis"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","GGB87839","GGB87839_SGB123781"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Winkia","Winkia_neuii"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified","Lachnospiraceae_unclassified_SGB4550"
"Bacteria","Firmicutes","CFGB72939","OFGB72939","FGB72939","GGB74511","GGB74511_SGB47635"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB79118","GGB79118_SGB105840"
"Bacteria","Firmicutes","CFGB1374","OFGB1374","FGB1374","GGB3352","GGB3352_SGB62935"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","GGB3278","GGB3278_SGB4328"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillospiraceae_unclassified","Ruminococcaceae_bacterium_AF68_02b2A"
"Bacteria","Firmicutes","Clostridia","Peptostreptococcales","Peptostreptococcaceae","GGB4456","GGB4456_SGB6141"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","GGB3722","GGB3722_SGB5050"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Beduinellaceae","Beduinella","Beduinella_massiliensis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sp_1001270J_160509_D11"
"Bacteria","Firmicutes","CFGB3062","OFGB3062","FGB3062","GGB9747","GGB9747_SGB15356"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella","Raoultella_ornithinolytica"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Robinsoniella","Robinsoniella_SGB4518"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas","Dysgonomonas_mossii"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_freundii"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_braakii"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_SGB6173"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_SGB6176"
"Bacteria","Firmicutes","CFGB93863","OFGB93863","FGB93863","GGB58233","GGB58233_SGB79883"
"Bacteria","Firmicutes","CFGB3009","OFGB3009","FGB3009","GGB31234","GGB31234_SGB14869"
"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter","Achromobacter_xylosoxidans"
"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella_ratti"
"Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Peptidiphaga","Peptidiphaga_SGB15895"
"Bacteria","Firmicutes","CFGB77385","OFGB77385","FGB77385","GGB51510","GGB51510_SGB71883"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter_cloacae"
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia","Providencia_stuartii"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus_bicirculans_ex_Wegman_et_al_2014"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GGB3451","GGB3451_SGB4605"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Acutalibacteraceae","Anaeromassilibacillus","Anaeromassilibacillus_sp_An172"
"Bacteria","Firmicutes","Bacillota_unclassified","Bacillota_unclassified","Bacillota_unclassified","GGB143098","GGB143098_SGB14906"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9469","GGB9469_SGB14863"
"Bacteria","Firmicutes","CFGB79330","OFGB79330","FGB79330","GGB2999","GGB2999_SGB3990"
